# blastn
# Iteration: 0
# Query: NC_045512.2 Severe acute respiratory syndrome coronavirus 2 isolate Wuhan-Hu-1, complete genome
# RID: TCKFZPRF016
# Database: nt
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 101 hits found
NC_045512.2	NC_045512.2	100.000	29903	0	0	1	29903	1	29903	0.0	55221
NC_045512.2	OK372407.1	100.000	29903	0	0	1	29903	1	29903	0.0	55221
NC_045512.2	OK372385.1	100.000	29903	0	0	1	29903	1	29903	0.0	55221
NC_045512.2	OK372367.1	100.000	29903	0	0	1	29903	1	29903	0.0	55221
NC_045512.2	MZ722702.1	100.000	29903	0	0	1	29903	1	29903	0.0	55221
NC_045512.2	MZ722630.1	100.000	29903	0	0	1	29903	1	29903	0.0	55221
NC_045512.2	MZ722615.1	100.000	29903	0	0	1	29903	1	29903	0.0	55221
NC_045512.2	MZ722192.1	100.000	29903	0	0	1	29903	1	29903	0.0	55221
NC_045512.2	MZ722043.1	100.000	29903	0	0	1	29903	1	29903	0.0	55221
NC_045512.2	MZ722000.1	100.000	29903	0	0	1	29903	1	29903	0.0	55221
NC_045512.2	MZ379258.1	100.000	29903	0	0	1	29903	1	29903	0.0	55221
NC_045512.2	MW837374.1	100.000	29903	0	0	1	29903	2	29904	0.0	55221
NC_045512.2	MW566244.1	100.000	29903	0	0	1	29903	2	29904	0.0	55221
NC_045512.2	MW562722.1	100.000	29903	0	0	1	29903	2	29904	0.0	55221
NC_045512.2	MT671817.1	100.000	29901	0	0	3	29903	1	29901	0.0	55217
NC_045512.2	OU093609.1	99.997	29903	1	0	1	29903	1	29903	0.0	55217
NC_045512.2	MT481992.1	99.997	29903	1	0	1	29903	1	29903	0.0	55215
NC_045512.2	MT470142.1	99.997	29903	1	0	1	29903	1	29903	0.0	55215
NC_045512.2	MT438758.1	99.997	29903	1	0	1	29903	1	29903	0.0	55215
NC_045512.2	MT438722.1	99.997	29903	1	0	1	29903	1	29903	0.0	55215
NC_045512.2	MZ419863.1	99.997	29903	1	0	1	29903	1	29903	0.0	55215
NC_045512.2	MZ824659.1	99.997	29903	1	0	1	29903	1	29903	0.0	55215
NC_045512.2	MZ824630.1	99.997	29903	1	0	1	29903	1	29903	0.0	55215
NC_045512.2	MZ722735.1	99.997	29903	1	0	1	29903	1	29903	0.0	55215
NC_045512.2	MZ722269.1	99.997	29903	1	0	1	29903	1	29903	0.0	55215
NC_045512.2	MZ380257.1	99.997	29903	1	0	1	29903	1	29903	0.0	55215
NC_045512.2	OU072469.1	99.997	29903	1	0	1	29903	1	29903	0.0	55215
NC_045512.2	MW467502.1	99.997	29903	1	0	1	29903	1	29903	0.0	55215
NC_045512.2	MW467494.1	99.997	29903	1	0	1	29903	1	29903	0.0	55215
NC_045512.2	MW467463.1	99.997	29903	1	0	1	29903	1	29903	0.0	55215
NC_045512.2	MW467462.1	99.997	29903	1	0	1	29903	1	29903	0.0	55215
NC_045512.2	MW467439.1	99.997	29903	1	0	1	29903	1	29903	0.0	55215
NC_045512.2	MW011767.1	99.997	29903	1	0	1	29903	1	29903	0.0	55215
NC_045512.2	MW011766.1	99.997	29903	1	0	1	29903	1	29903	0.0	55215
NC_045512.2	MW011765.1	99.997	29903	1	0	1	29903	1	29903	0.0	55215
NC_045512.2	MW011763.1	99.997	29903	1	0	1	29903	1	29903	0.0	55215
NC_045512.2	MW011762.1	99.997	29903	1	0	1	29903	1	29903	0.0	55215
NC_045512.2	MT499201.1	99.997	29902	1	0	2	29903	1	29902	0.0	55214
NC_045512.2	OU106710.1	99.997	29902	1	0	2	29903	1	29902	0.0	55214
NC_045512.2	OU121186.1	99.993	29903	2	0	1	29903	1	29903	0.0	55212
NC_045512.2	OU093629.1	99.993	29903	2	0	1	29903	1	29903	0.0	55212
NC_045512.2	MZ043010.1	100.000	29898	0	0	1	29898	1	29898	0.0	55212
NC_045512.2	MT079851.1	99.993	29903	2	0	1	29903	1	29903	0.0	55210
NC_045512.2	MT079851.1	99.130	115	0	1	28984	29097	30018	29904	1.58e-46	206
NC_045512.2	MT470137.1	99.993	29903	2	0	1	29903	1	29903	0.0	55210
NC_045512.2	MT449641.1	99.997	29900	1	0	4	29903	1	29900	0.0	55210
NC_045512.2	MT121215.1	99.993	29903	2	0	1	29903	1	29903	0.0	55210
NC_045512.2	MZ419869.1	99.993	29903	2	0	1	29903	1	29903	0.0	55210
NC_045512.2	MZ824631.1	99.993	29903	2	0	1	29903	1	29903	0.0	55210
NC_045512.2	MZ824623.1	99.993	29903	2	0	1	29903	1	29903	0.0	55210
NC_045512.2	MZ824622.1	99.993	29903	2	0	1	29903	1	29903	0.0	55210
NC_045512.2	OU084333.1	99.993	29903	2	0	1	29903	1	29903	0.0	55210
NC_045512.2	MW592369.1	99.993	29903	2	0	1	29903	1	29903	0.0	55210
NC_045512.2	MW587789.1	99.993	29903	2	0	1	29903	1	29903	0.0	55210
NC_045512.2	MW467475.1	99.993	29903	2	0	1	29903	1	29903	0.0	55210
NC_045512.2	MW467437.1	99.993	29903	2	0	1	29903	1	29903	0.0	55210
NC_045512.2	MW466795.1	99.997	29901	0	1	1	29901	1	29900	0.0	55210
NC_045512.2	MW011768.1	99.993	29903	2	0	1	29903	1	29903	0.0	55210
NC_045512.2	MT438728.1	99.993	29902	2	0	2	29903	1	29902	0.0	55208
NC_045512.2	MT019531.1	99.997	29899	1	0	1	29899	1	29899	0.0	55208
NC_045512.2	MW672630.1	99.990	29903	3	0	1	29903	1	29903	0.0	55208
NC_045512.2	OU139158.1	99.990	29903	3	0	1	29903	1	29903	0.0	55206
NC_045512.2	OU121208.1	99.990	29903	3	0	1	29903	1	29903	0.0	55206
NC_045512.2	OU112047.1	99.990	29903	3	0	1	29903	1	29903	0.0	55206
NC_045512.2	OU112030.1	99.990	29903	3	0	1	29903	1	29903	0.0	55206
NC_045512.2	OU106704.1	99.990	29903	3	0	1	29903	1	29903	0.0	55206
NC_045512.2	OU084336.1	99.990	29903	3	0	1	29903	1	29903	0.0	55206
NC_045512.2	MT470115.1	99.990	29903	3	0	1	29903	1	29903	0.0	55204
NC_045512.2	MT358641.1	99.990	29903	3	0	1	29903	1	29903	0.0	55204
NC_045512.2	MT449678.1	99.990	29902	3	0	2	29903	1	29902	0.0	55204
NC_045512.2	MT438742.1	99.990	29903	3	0	1	29903	1	29903	0.0	55204
NC_045512.2	LC529905.1	99.990	29903	3	0	1	29903	1	29903	0.0	55204
NC_045512.2	MZ824651.1	99.990	29903	3	0	1	29903	1	29903	0.0	55204
NC_045512.2	MZ824636.1	99.990	29903	3	0	1	29903	1	29903	0.0	55204
NC_045512.2	MZ824632.1	99.990	29903	3	0	1	29903	1	29903	0.0	55204
NC_045512.2	MZ824627.1	99.990	29903	3	0	1	29903	1	29903	0.0	55204
NC_045512.2	MZ824625.1	99.990	29903	3	0	1	29903	1	29903	0.0	55204
NC_045512.2	MZ824620.1	99.990	29903	3	0	1	29903	1	29903	0.0	55204
NC_045512.2	OU121194.1	99.990	29903	3	0	1	29903	1	29903	0.0	55204
NC_045512.2	OU112031.1	99.990	29903	3	0	1	29903	1	29903	0.0	55204
NC_045512.2	OU093608.1	99.990	29903	2	1	1	29903	1	29902	0.0	55204
NC_045512.2	OU084346.1	99.990	29903	3	0	1	29903	1	29903	0.0	55204
NC_045512.2	MZ156756.1	99.990	29903	3	0	1	29903	1	29903	0.0	55204
NC_045512.2	MW674827.1	99.990	29903	3	0	1	29903	1	29903	0.0	55204
NC_045512.2	MT926410.1	99.990	29903	3	0	1	29903	691	30593	0.0	55204
NC_045512.2	MW494164.1	99.990	29903	3	0	1	29903	1	29903	0.0	55204
NC_045512.2	MW494163.1	99.990	29903	3	0	1	29903	1	29903	0.0	55204
NC_045512.2	MW493712.1	99.990	29903	3	0	1	29903	1	29903	0.0	55204
NC_045512.2	MW493711.1	99.990	29903	3	0	1	29903	1	29903	0.0	55204
NC_045512.2	MW467505.1	99.990	29903	3	0	1	29903	1	29903	0.0	55204
NC_045512.2	MW467496.1	99.990	29903	3	0	1	29903	1	29903	0.0	55204
NC_045512.2	MW467480.1	99.990	29903	3	0	1	29903	1	29903	0.0	55204
NC_045512.2	MW467474.1	99.990	29903	3	0	1	29903	1	29903	0.0	55204
NC_045512.2	MW467473.1	99.990	29903	3	0	1	29903	1	29903	0.0	55204
NC_045512.2	MW467466.1	99.990	29903	3	0	1	29903	1	29903	0.0	55204
NC_045512.2	MW467446.1	99.990	29903	3	0	1	29903	1	29903	0.0	55204
NC_045512.2	MW467420.1	99.990	29903	3	0	1	29903	1	29903	0.0	55204
NC_045512.2	MW011764.1	99.990	29903	3	0	1	29903	1	29903	0.0	55204
NC_045512.2	MT499184.1	100.000	29893	0	0	11	29903	1	29893	0.0	55203
NC_045512.2	OU121180.1	99.987	29903	4	0	1	29903	1	29903	0.0	55203
NC_045512.2	MT438756.1	99.990	29900	3	0	4	29903	1	29900	0.0	55201
